plugin,formid,editor_id,name,enchant_type,cast_type,target_type,charge_amount,effects,modding_use,validation
Skyrim.esm,Skyrim.esm:07A10F,EnchArmorFortifyIllusion01,Fortify Illusion,Enchantment,ConstantEffect,Self,353,EnchFortifyIllusionConstantSelf (Skyrim.esm:07A0FA)|mag=12|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD465,EnchArmorFortifyIllusion02,Fortify Illusion,Enchantment,ConstantEffect,Self,98,EnchFortifyIllusionConstantSelf (Skyrim.esm:07A0FA)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD466,EnchArmorFortifyIllusion03,Fortify Illusion,Enchantment,ConstantEffect,Self,112,EnchFortifyIllusionConstantSelf (Skyrim.esm:07A0FA)|mag=17|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE002,EnchArmorFortifyIllusion04,Fortify Illusion,Enchantment,ConstantEffect,Self,134,EnchFortifyIllusionConstantSelf (Skyrim.esm:07A0FA)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE003,EnchArmorFortifyIllusion05,Fortify Illusion,Enchantment,ConstantEffect,Self,149,EnchFortifyIllusionConstantSelf (Skyrim.esm:07A0FA)|mag=22|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE004,EnchArmorFortifyIllusion06,Fortify Illusion,Enchantment,ConstantEffect,Self,172,EnchFortifyIllusionConstantSelf (Skyrim.esm:07A0FA)|mag=25|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB79,EnchArmorFortifyIllusionBase,Fortify Illusion,Enchantment,ConstantEffect,Self,226,EnchFortifyIllusionConstantSelf (Skyrim.esm:07A0FA)|mag=8|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:07A110,EnchArmorFortifyLightArmor01,Fortify Light Armor,Enchantment,ConstantEffect,Self,215,EnchFortifyLightArmorConstantSelf (Skyrim.esm:07A0FB)|mag=12|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD467,EnchArmorFortifyLightArmor02,Fortify Light Armor,Enchantment,ConstantEffect,Self,275,EnchFortifyLightArmorConstantSelf (Skyrim.esm:07A0FB)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD468,EnchArmorFortifyLightArmor03,Fortify Light Armor,Enchantment,ConstantEffect,Self,315,EnchFortifyLightArmorConstantSelf (Skyrim.esm:07A0FB)|mag=17|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE005,EnchArmorFortifyLightArmor04,Fortify Light Armor,Enchantment,ConstantEffect,Self,377,EnchFortifyLightArmorConstantSelf (Skyrim.esm:07A0FB)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE006,EnchArmorFortifyLightArmor05,Fortify Light Armor,Enchantment,ConstantEffect,Self,419,EnchFortifyLightArmorConstantSelf (Skyrim.esm:07A0FB)|mag=22|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE007,EnchArmorFortifyLightArmor06,Fortify Light Armor,Enchantment,ConstantEffect,Self,482,EnchFortifyLightArmorConstantSelf (Skyrim.esm:07A0FB)|mag=25|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB7A,EnchArmorFortifyLightArmorBase,Fortify Light Armor,Enchantment,ConstantEffect,Self,137,EnchFortifyLightArmorConstantSelf (Skyrim.esm:07A0FB)|mag=8|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:07A111,EnchArmorFortifyLockpicking01,Fortify Lockpicking,Enchantment,ConstantEffect,Self,196,EnchFortifyLockpickingConstantSelf (Skyrim.esm:07A0FC)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD469,EnchArmorFortifyLockpicking02,Fortify Lockpicking,Enchantment,ConstantEffect,Self,134,EnchFortifyLockpickingConstantSelf (Skyrim.esm:07A0FC)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD46A,EnchArmorFortifyLockpicking03,Fortify Lockpicking,Enchantment,ConstantEffect,Self,172,EnchFortifyLockpickingConstantSelf (Skyrim.esm:07A0FC)|mag=25|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE008,EnchArmorFortifyLockpicking04,Fortify Lockpicking,Enchantment,ConstantEffect,Self,210,EnchFortifyLockpickingConstantSelf (Skyrim.esm:07A0FC)|mag=30|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE009,EnchArmorFortifyLockpicking05,Fortify Lockpicking,Enchantment,ConstantEffect,Self,249,EnchFortifyLockpickingConstantSelf (Skyrim.esm:07A0FC)|mag=35|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE00A,EnchArmorFortifyLockpicking06,Fortify Lockpicking,Enchantment,ConstantEffect,Self,289,EnchFortifyLockpickingConstantSelf (Skyrim.esm:07A0FC)|mag=40|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB7B,EnchArmorFortifyLockpickingBase,Fortify Lockpicking,Enchantment,ConstantEffect,Self,168,EnchFortifyLockpickingConstantSelf (Skyrim.esm:07A0FC)|mag=13|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:049508,EnchArmorFortifyMagicka01,Fortify Magicka,Enchantment,ConstantEffect,Self,188,EnchFortifyMagickaConstantSelf (Skyrim.esm:049504)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD46B,EnchArmorFortifyMagicka02,Fortify Magicka,Enchantment,ConstantEffect,Self,210,EnchFortifyMagickaConstantSelf (Skyrim.esm:049504)|mag=30|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD46C,EnchArmorFortifyMagicka03,Fortify Magicka,Enchantment,ConstantEffect,Self,289,EnchFortifyMagickaConstantSelf (Skyrim.esm:049504)|mag=40|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0B7A31,EnchArmorFortifyMagicka04,Fortify Magicka,Enchantment,ConstantEffect,Self,517,EnchFortifyMagickaConstantSelf (Skyrim.esm:049504)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0B7A32,EnchArmorFortifyMagicka05,Fortify Magicka,Enchantment,ConstantEffect,Self,451,EnchFortifyMagickaConstantSelf (Skyrim.esm:049504)|mag=60|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0B7A33,EnchArmorFortifyMagicka06,Fortify Magicka,Enchantment,ConstantEffect,Self,2355,EnchFortifyMagickaConstantSelf (Skyrim.esm:049504)|mag=70|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB7C,EnchArmorFortifyMagickaBase,Fortify Magicka,Enchantment,ConstantEffect,Self,188,EnchFortifyMagickaConstantSelf (Skyrim.esm:049504)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD46E,EnchArmorFortifyMagickaRate03,Fortify Magicka Rate,Enchantment,ConstantEffect,Self,289,EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=40|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:07A112,EnchArmorFortifyMagickaRate04,Fortify Magicka Rate,Enchantment,ConstantEffect,Self,1265,EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=60|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD46D,EnchArmorFortifyMagickaRate05,Fortify Magicka Rate,Enchantment,ConstantEffect,Self,1735,EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=80|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE00B,EnchArmorFortifyMagickaRate06,Fortify Magicka Rate,Enchantment,ConstantEffect,Self,2218,EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=100|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB7D,EnchArmorFortifyMagickaRateBase,Fortify Magicka Regen,Enchantment,ConstantEffect,Self,134,EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:07A113,EnchArmorFortifyMarksman01,Fortify Archery,Enchantment,ConstantEffect,Self,412,EnchFortifyArcheryConstantSelf (Skyrim.esm:07A0FE)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD46F,EnchArmorFortifyMarksman02,Fortify Archery,Enchantment,ConstantEffect,Self,134,EnchFortifyArcheryConstantSelf (Skyrim.esm:07A0FE)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD470,EnchArmorFortifyMarksman03,Fortify Archery,Enchantment,ConstantEffect,Self,172,EnchFortifyArcheryConstantSelf (Skyrim.esm:07A0FE)|mag=25|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE00C,EnchArmorFortifyMarksman04,Fortify Archery,Enchantment,ConstantEffect,Self,210,EnchFortifyArcheryConstantSelf (Skyrim.esm:07A0FE)|mag=30|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE00D,EnchArmorFortifyMarksman05,Fortify Archery,Enchantment,ConstantEffect,Self,249,EnchFortifyArcheryConstantSelf (Skyrim.esm:07A0FE)|mag=35|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE00E,EnchArmorFortifyMarksman06,Fortify Archery,Enchantment,ConstantEffect,Self,289,EnchFortifyArcheryConstantSelf (Skyrim.esm:07A0FE)|mag=40|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB7E,EnchArmorFortifyMarksmanBase,Fortify Archery,Enchantment,ConstantEffect,Self,352,EnchFortifyArcheryConstantSelf (Skyrim.esm:07A0FE)|mag=13|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:07A114,EnchArmorFortifyOneHanded01,Fortify One-Handed,Enchantment,ConstantEffect,Self,432,EnchFortifyOneHandedConstantSelf (Skyrim.esm:07A0FF)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD471,EnchArmorFortifyOneHanded02,Fortify One-Handed,Enchantment,ConstantEffect,Self,134,EnchFortifyOneHandedConstantSelf (Skyrim.esm:07A0FF)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD472,EnchArmorFortifyOneHanded03,Fortify One-Handed,Enchantment,ConstantEffect,Self,172,EnchFortifyOneHandedConstantSelf (Skyrim.esm:07A0FF)|mag=25|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE00F,EnchArmorFortifyOneHanded04,Fortify One-Handed,Enchantment,ConstantEffect,Self,210,EnchFortifyOneHandedConstantSelf (Skyrim.esm:07A0FF)|mag=30|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE010,EnchArmorFortifyOneHanded05,Fortify One-Handed,Enchantment,ConstantEffect,Self,249,EnchFortifyOneHandedConstantSelf (Skyrim.esm:07A0FF)|mag=35|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE011,EnchArmorFortifyOneHanded06,Fortify One-Handed,Enchantment,ConstantEffect,Self,289,EnchFortifyOneHandedConstantSelf (Skyrim.esm:07A0FF)|mag=40|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB7F,EnchArmorFortifyOneHandedBase,Fortify One-Handed,Enchantment,ConstantEffect,Self,369,EnchFortifyOneHandedConstantSelf (Skyrim.esm:07A0FF)|mag=13|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:07A115,EnchArmorFortifyPickpocket01,Fortify Pickpocket,Enchantment,ConstantEffect,Self,216,EnchFortifyPickpocketConstantSelf (Skyrim.esm:07A100)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD473,EnchArmorFortifyPickpocket02,Fortify Pickpocket,Enchantment,ConstantEffect,Self,134,EnchFortifyPickpocketConstantSelf (Skyrim.esm:07A100)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD474,EnchArmorFortifyPickpocket03,Fortify Pickpocket,Enchantment,ConstantEffect,Self,172,EnchFortifyPickpocketConstantSelf (Skyrim.esm:07A100)|mag=25|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE012,EnchArmorFortifyPickpocket04,Fortify Pickpocket,Enchantment,ConstantEffect,Self,210,EnchFortifyPickpocketConstantSelf (Skyrim.esm:07A100)|mag=30|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE013,EnchArmorFortifyPickpocket05,Fortify Pickpocket,Enchantment,ConstantEffect,Self,249,EnchFortifyPickpocketConstantSelf (Skyrim.esm:07A100)|mag=35|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE014,EnchArmorFortifyPickpocket06,Fortify Pickpocket,Enchantment,ConstantEffect,Self,289,EnchFortifyPickpocketConstantSelf (Skyrim.esm:07A100)|mag=40|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB80,EnchArmorFortifyPickpocketBase,Fortify Pickpocket,Enchantment,ConstantEffect,Self,184,EnchFortifyPickpocketConstantSelf (Skyrim.esm:07A100)|mag=13|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:07A116,EnchArmorFortifyRestoration01,Fortify Restoration,Enchantment,ConstantEffect,Self,361,EnchFortifyRestorationConstantSelf (Skyrim.esm:07A101)|mag=12|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD475,EnchArmorFortifyRestoration02,Fortify Restoration,Enchantment,ConstantEffect,Self,98,EnchFortifyRestorationConstantSelf (Skyrim.esm:07A101)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD476,EnchArmorFortifyRestoration03,Fortify Restoration,Enchantment,ConstantEffect,Self,112,EnchFortifyRestorationConstantSelf (Skyrim.esm:07A101)|mag=17|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE015,EnchArmorFortifyRestoration04,Fortify Restoration,Enchantment,ConstantEffect,Self,134,EnchFortifyRestorationConstantSelf (Skyrim.esm:07A101)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE016,EnchArmorFortifyRestoration05,Fortify Restoration,Enchantment,ConstantEffect,Self,149,EnchFortifyRestorationConstantSelf (Skyrim.esm:07A101)|mag=22|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE017,EnchArmorFortifyRestoration06,Fortify Restoration,Enchantment,ConstantEffect,Self,172,EnchFortifyRestorationConstantSelf (Skyrim.esm:07A101)|mag=25|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB81,EnchArmorFortifyRestorationBase,Fortify Restoration,Enchantment,ConstantEffect,Self,231,EnchFortifyRestorationConstantSelf (Skyrim.esm:07A101)|mag=8|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:07A117,EnchArmorFortifySmithing01,Fortify Smithing,Enchantment,ConstantEffect,Self,369,EnchFortifySmithingConstantSelf (Skyrim.esm:07A102)|mag=12|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD477,EnchArmorFortifySmithing02,Fortify Smithing,Enchantment,ConstantEffect,Self,471,EnchFortifySmithingConstantSelf (Skyrim.esm:07A102)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD478,EnchArmorFortifySmithing03,Fortify Smithing,Enchantment,ConstantEffect,Self,541,EnchFortifySmithingConstantSelf (Skyrim.esm:07A102)|mag=17|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE018,EnchArmorFortifySmithing04,Fortify Smithing,Enchantment,ConstantEffect,Self,647,EnchFortifySmithingConstantSelf (Skyrim.esm:07A102)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE019,EnchArmorFortifySmithing05,Fortify Smithing,Enchantment,ConstantEffect,Self,719,EnchFortifySmithingConstantSelf (Skyrim.esm:07A102)|mag=22|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE01A,EnchArmorFortifySmithing06,Fortify Smithing,Enchantment,ConstantEffect,Self,827,EnchFortifySmithingConstantSelf (Skyrim.esm:07A102)|mag=25|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB82,EnchArmorFortifySmithingBase,Fortify Smithing,Enchantment,ConstantEffect,Self,236,EnchFortifySmithingConstantSelf (Skyrim.esm:07A102)|mag=8|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:07A118,EnchArmorFortifySneak01,Fortify Sneak,Enchantment,ConstantEffect,Self,786,EnchFortifySneakConstantSelf (Skyrim.esm:07A103)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD479,EnchArmorFortifySneak02,Fortify Sneak,Enchantment,ConstantEffect,Self,134,EnchFortifySneakConstantSelf (Skyrim.esm:07A103)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD47A,EnchArmorFortifySneak03,Fortify Sneak,Enchantment,ConstantEffect,Self,172,EnchFortifySneakConstantSelf (Skyrim.esm:07A103)|mag=25|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE01B,EnchArmorFortifySneak04,Fortify Sneak,Enchantment,ConstantEffect,Self,210,EnchFortifySneakConstantSelf (Skyrim.esm:07A103)|mag=30|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE01C,EnchArmorFortifySneak05,Fortify Sneak,Enchantment,ConstantEffect,Self,249,EnchFortifySneakConstantSelf (Skyrim.esm:07A103)|mag=35|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE01D,EnchArmorFortifySneak06,Fortify Sneak,Enchantment,ConstantEffect,Self,289,EnchFortifySneakConstantSelf (Skyrim.esm:07A103)|mag=40|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB83,EnchArmorFortifySneakBase,Fortify Sneak,Enchantment,ConstantEffect,Self,672,EnchFortifySneakConstantSelf (Skyrim.esm:07A103)|mag=13|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:07A119,EnchArmorFortifySpeechcraft01,Fortify Barter,Enchantment,ConstantEffect,Self,600,EnchFortifySpeechcraftConstantSelf (Skyrim.esm:07A104)|mag=12|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD47B,EnchArmorFortifySpeechcraft02,Fortify Barter,Enchantment,ConstantEffect,Self,98,EnchFortifySpeechcraftConstantSelf (Skyrim.esm:07A104)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD47C,EnchArmorFortifySpeechcraft03,Fortify Barter,Enchantment,ConstantEffect,Self,112,EnchFortifySpeechcraftConstantSelf (Skyrim.esm:07A104)|mag=17|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE01E,EnchArmorFortifySpeechcraft04,Fortify Barter,Enchantment,ConstantEffect,Self,134,EnchFortifySpeechcraftConstantSelf (Skyrim.esm:07A104)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE01F,EnchArmorFortifySpeechcraft05,Fortify Barter,Enchantment,ConstantEffect,Self,149,EnchFortifySpeechcraftConstantSelf (Skyrim.esm:07A104)|mag=22|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE020,EnchArmorFortifySpeechcraft06,Fortify Barter,Enchantment,ConstantEffect,Self,172,EnchFortifySpeechcraftConstantSelf (Skyrim.esm:07A104)|mag=25|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB84,EnchArmorFortifySpeechcraftBase,Fortify Barter,Enchantment,ConstantEffect,Self,384,EnchFortifySpeechcraftConstantSelf (Skyrim.esm:07A104)|mag=8|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:04950A,EnchArmorFortifyStamina01,Fortify Stamina,Enchantment,ConstantEffect,Self,161,EnchFortifyStaminaConstantSelf (Skyrim.esm:049507)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD47D,EnchArmorFortifyStamina02,Fortify Stamina,Enchantment,ConstantEffect,Self,210,EnchFortifyStaminaConstantSelf (Skyrim.esm:049507)|mag=30|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD47E,EnchArmorFortifyStamina03,Fortify Stamina,Enchantment,ConstantEffect,Self,1156,EnchFortifyStaminaConstantSelf (Skyrim.esm:049507)|mag=40|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE021,EnchArmorFortifyStamina04,Fortify Stamina,Enchantment,ConstantEffect,Self,369,EnchFortifyStaminaConstantSelf (Skyrim.esm:049507)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE022,EnchArmorFortifyStamina05,Fortify Stamina,Enchantment,ConstantEffect,Self,451,EnchFortifyStaminaConstantSelf (Skyrim.esm:049507)|mag=60|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE023,EnchArmorFortifyStamina06,Fortify Stamina,Enchantment,ConstantEffect,Self,535,EnchFortifyStaminaConstantSelf (Skyrim.esm:049507)|mag=70|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB85,EnchArmorFortifyStaminaBase,Fortify Stamina,Enchantment,ConstantEffect,Self,161,EnchFortifyStaminaConstantSelf (Skyrim.esm:049507)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
